"","...1","Date","Competition","...4","VT","UB","BB","FX","AA","Full_Name","Nation","Birthdate","comp_year","Comp_Year","Age"
"5266",5266,"Dec 17-20","European Championships","QF",12.533,11.5,11.1,11.3,46.433,"Sabina Halova","Czechia",2002-04-11,NA,2021,21
"5267",5267,"7-Mar","Czech Euros Trials","AA",NA,9.9,10.25,NA,NA,"Sabina Halova","Czechia",2002-04-11,NA,2021,21
"5268",5268,"Jun 1-2","Czech Championships","EF",NA,NA,11.35,11.325,NA,"Sabina Halova","Czechia",2002-04-11,NA,2020,21
"5269",5269,"Jun 1-2","Czech Championships","AA",12.6,8.95,12.3,11.6,45.45,"Sabina Halova","Czechia",2002-04-11,NA,2020,21
"5270",5270,"Oct 25-Nov 3","World Championships","QF",12.533,NA,11.266,11.666,NA,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5271",5271,"7-Jul","Budapest Friendly","AA",13.15,10.7,12.55,11.7,48.1,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5272",5272,"Jun 9-10","Gym Festival Trnava","AA",13.25,11.1,12.8,10.9,48.05,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5273",5273,"Jun 2-3","Czech Championships","EF",13.175,NA,12.6,10.1,NA,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5274",5274,"Jun 2-3","Czech Championships","AA",13,10.6,12.85,12.1,48.55,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5275",5275,"May 19-20","Elek Matolay Memorial","EF",NA,NA,11.2,NA,NA,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5276",5276,"May 19-20","Elek Matolay Memorial","AA",NA,9.8,12.6,10.8,NA,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5277",5277,"21-Apr","Austrian Team Open","AA",12.8,10.6,12.4,10.5,46.3,"Sabina Halova","Czechia",2002-04-11,NA,2019,21
"5278",5278,"Nov 2-4","Olympic Hopes Cup","AA",12.55,10.75,11.6,10.9,45.8,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5279",5279,"Jul 23-30","European Youth Olympic Festival","QF",12.7,10.3,11.35,11.65,46,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5280",5280,"8-Jul","Slovakian Junior Friendly","AA",11.467,10.233,9.367,12.067,43.134,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5281",5281,"Jun 10-11","Czech Championships","EF",12.675,10.65,10.15,11.65,NA,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5282",5282,"Jun 10-11","Czech Championships","AA",12.7,11.55,11.85,11.15,47.25,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5283",5283,"Jun 3-4","Gym Festival Trnava","AA",12.4,7.833,10.433,12.067,42.733,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5284",5284,"20-May","Marie Siroke Memorial","AA",12.95,9.6,11.15,12,45.7,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5285",5285,"6-May","Czech Control Meet II","AA",12.7,9.75,12.25,11.25,45.95,"Sabina Halova","Czechia",2002-04-11,NA,2018,21
"5286",5286,"Dec 3-4","Czech Women’s League","AA",12.85,9.7,11.6,11.95,46.1,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5287",5287,"15-Oct","Vitkovice Cup","AA",12.85,9.5,12.1,11.35,45.8,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5288",5288,"Oct 3-5","Olympic Hopes Cup","AA",13.35,10.75,11.8,11.5,47.4,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5289",5289,"Jun 11-12","Czech Championships","EF",NA,NA,11.75,NA,NA,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5290",5290,"Jun 11-12","Czech Championships","AA",12.05,10.15,11.85,10.15,44.2,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5291",5291,"Apr 28-May 1","Polish Championships","AA",12.7,8.65,11.95,11.45,44.75,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5292",5292,"7-May","Czech Friendly","AA",12.85,11.1,12.1,11.5,47.55,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5293",5293,"16-Apr","Czech Control Meet","AA",12.16,10.066,10.83,11.066,44.122,"Sabina Halova","Czechia",2002-04-11,NA,2017,21
"5294",5294,"Dec 4-5","Czech Team Championships","AA",13.7,11.75,9.85,12.4,47.7,"Aneta Holasová","Czechia",2001-02-22,NA,2022,22
"5295",5295,"Jul 23-Aug 8","Olympic Games","QF",12.566,11.533,11.933,11.1,47.132,"Aneta Holasová","Czechia",2001-02-22,NA,2022,22
"5296",5296,"Apr 21-25","European Championships","QF",13.3,11.366,12.266,12.366,49.298,"Aneta Holasová","Czechia",2001-02-22,NA,2022,22
"5297",5297,"Dec 17-20","European Championships","TF",13.2,11.6,11.466,11.833,48.099,"Aneta Holasová","Czechia",2001-02-22,NA,2021,22
"5298",5298,"Dec 17-20","European Championships","QF",13.4,8.166,11.766,11.5,44.832,"Aneta Holasová","Czechia",2001-02-22,NA,2021,22
"5299",5299,"Oct 2-4","Szombathely Challenge Cup","EF",13.1,NA,12.1,NA,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2021,22
"5300",5300,"Oct 2-4","Szombathely Challenge Cup","QF",13.225,NA,11.15,11,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2021,22
"5301",5301,"30-Nov","Sokol Grand Prix","AA",13.65,NA,13.15,13.15,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5302",5302,"Oct 4-13","World Championships","QF",13.533,12.233,12.733,12.366,50.766,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5303",5303,"Sep 14-15","Paris Challenge Cup","EF",13.125,NA,NA,13.1,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5304",5304,"Sep 14-15","Paris Challenge Cup","QF",13.125,12.15,12.9,13.15,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5305",5305,"Jun 27-30","European Games","EF",NA,NA,NA,12.966,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5306",5306,"Jun 27-30","European Games","AA",13.5,12.466,12.033,12.933,50.932,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5307",5307,"Jun 27-30","European Games","QF",13.566,12.3,12.333,12.866,51.065,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5308",5308,"Jun 1-2","Czech Championships","EF",13.512,12.75,12.925,13.025,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5309",5309,"Jun 1-2","Czech Championships","AA",13.825,12.375,12.1,13.275,51.575,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5310",5310,"Apr 10-14","European Championships","AA",13.6,12.166,10.8,12.166,48.732,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5311",5311,"Apr 10-14","European Championships","QF",13.566,12.566,12.6,12.533,51.265,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5312",5312,"Mar 20-23","Doha World Cup","EF",NA,NA,12.8,NA,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5313",5313,"Mar 20-23","Doha World Cup","QF",13.183,12.1,12.666,12.433,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2020,22
"5314",5314,"Nov 23-25","Sokol Grand Prix","AA",13.7,NA,12.05,12.65,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5315",5315,"Oct 25-Nov 3","World Championships","QF",13.466,12.033,11.866,12.8,50.165,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5316",5316,"Sep 29-30","Paris Challenge Cup","EF",13.075,NA,12.1,12.85,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5317",5317,"Sep 29-30","Paris Challenge Cup","QF",13.1,12.6,12.05,12.75,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5318",5318,"Aug 2-12","European Championships","QF",13.4,10.6,11.366,12.833,48.199,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5319",5319,"7-Jul","Budapest Friendly","AA",13.7,12.1,13.15,12.7,51.65,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5320",5320,"Jun 9-10","Gym Festival Trnava","EF",13.1,NA,NA,12.9,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5321",5321,"Jun 9-10","Gym Festival Trnava","AA",13.75,10.9,12.75,12.65,50.05,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5322",5322,"Jun 2-3","Czech Championships","EF",13.3,12.55,12.35,13.15,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5323",5323,"Jun 2-3","Czech Championships","AA",13.65,12.65,13.85,13,53.15,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5324",5324,"19-May","Marie Siroke Memorial","AA",13.467,12.75,11.5,12.9,50.617,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5325",5325,"Mar 21-24","Doha World Cup","EF",NA,NA,11.766,NA,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5326",5326,"Mar 21-24","Doha World Cup","QF",NA,NA,13.2,12.6,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2019,22
"5327",5327,"11-Nov","Sokol Grand Prix","AA",12.875,NA,12.2,11.95,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5328",5328,"Oct 2-8","World Championships","QF",12.766,11.133,10.333,12.4,46.632,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5329",5329,"Sep 1-3","Hungarian Championships","AA",12.8,12.6,12.6,12.4,50.4,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5330",5330,"Jun 10-11","Czech Championships","EF",NA,12.9,12.95,12.45,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5331",5331,"Jun 10-11","Czech Championships","AA",12.25,12.45,13.1,12.35,50.15,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5332",5332,"Jun 3-4","Gym Festival Trnava","EF",NA,NA,12.5,NA,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5333",5333,"Jun 3-4","Gym Festival Trnava","AA",12.4,11.467,12.933,12.1,48.9,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5334",5334,"20-May","Marie Siroke Memorial","AA",NA,12.9,12.5,NA,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5335",5335,"Mar 18","Czech Euros Test","AA",NA,11.85,12.8,NA,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2018,22
"5336",5336,"May 14-15","Gym Festival Trnava","EF",13.425,NA,13.5,13.4,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2017,22
"5337",5337,"May 14-15","Gym Festival Trnava","AA",13.55,13.1,14.3,13.35,54.3,"Aneta Holasová","Czechia",2001-02-22,NA,2017,22
"5338",5338,"Apr 28-May 1","Polish Championships","AA",14.3,12.35,12.65,14.1,53.4,"Aneta Holasová","Czechia",2001-02-22,NA,2017,22
"5339",5339,"7-May","Czech Friendly","AA",14.2,12.2,12.9,13.45,52.75,"Aneta Holasová","Czechia",2001-02-22,NA,2017,22
"5340",5340,"16-Apr","Czech Control Meet","AA",13.833,13.4,11.6,13.5,52.333,"Aneta Holasová","Czechia",2001-02-22,NA,2017,22
"5341",5341,"7-Nov","Olympic Hopes Cup","AA",13.9,9.45,13.8,13.75,50.9,"Aneta Holasová","Czechia",2001-02-22,NA,2016,22
"5342",5342,"Jul 26-Aug 1","European Youth Olympic Festival","AA",13.7,12.15,12.25,12.3,50.4,"Aneta Holasová","Czechia",2001-02-22,NA,2016,22
"5343",5343,"Jul 26-Aug 1","European Youth Olympic Festival","QF",13.8,11.65,13.1,12.9,51.45,"Aneta Holasová","Czechia",2001-02-22,NA,2016,22
"5344",5344,"June 6-7","Gym Festival Trnava","EF",13.025,NA,13.2,12.35,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2016,22
"5345",5345,"Nov 28-30","Top Gym Tournament","EF",13.325,NA,11.85,12.55,NA,"Aneta Holasová","Czechia",2001-02-22,NA,2015,22
"5346",5346,"Nov 28-30","Top Gym Tournament","AA",13.75,11.65,12.5,13.5,51.4,"Aneta Holasová","Czechia",2001-02-22,NA,2015,22
"5347",5347,"Jun 6-8","Gym Festival Trnava","AA",13.35,11.4,12.3,13.7,50.75,"Aneta Holasová","Czechia",2001-02-22,NA,2015,22
"5348",5348,"25-May","Zelena Jama Open","AA",12.55,11.15,13.1,12.25,49.05,"Aneta Holasová","Czechia",2001-02-22,NA,2014,22
"5349",5349,"Oct 4-13","World Championships","QF",NA,11.033,NA,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2021,25
"5350",5350,"Jun 2-3","Czech Championships","EF",NA,11.7,NA,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2019,25
"5351",5351,"Jun 2-3","Czech Championships","AA",NA,11.2,NA,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2019,25
"5352",5352,"Jun 11-12","Czech Championships","EF",NA,13.85,13.35,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2018,25
"5353",5353,"Jun 11-12","Czech Championships","AA",NA,12.9,12.3,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2018,25
"5354",5354,"Jun 1-5","European Championships","QF",NA,13.133,10.966,12.533,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2018,25
"5355",5355,"7-May","Czech Friendly","AA",NA,13.75,12.1,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2018,25
"5356",5356,"Apr 28-May 1","Polish Championships","AA",NA,9.2,13.2,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2018,25
"5357",5357,"16-Apr","Czech Control Meet","AA",NA,13.833,13.46,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2018,25
"5358",5358,"Jun 13-20","European Games","QF",13.266,11.2,11.566,12.566,48.598,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2016,25
"5359",5359,"Apr 15-19","European Championships","QF",13.066,11.533,10.333,11.1,46.032,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2016,25
"5360",5360,"29-Nov","Sokol Grand Prix","EF",NA,NA,NA,12.5,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2015,25
"5361",5361,"29-Nov","Sokol Grand Prix","QF",13.6,13.35,14.25,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2015,25
"5362",5362,"Oct 3-12","World Championships","QF",13.116,13.166,12.133,12.733,51.148,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2015,25
"5363",5363,"May 12-18","European Championships","QF",12.066,NA,12.6,NA,NA,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2015,25
"5364",5364,"13-Apr","International Women","AA",13.45,13.15,11.25,12.35,50.2,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2015,25
"5365",5365,"Nov 1-3","Olympic Hopes Cup","AA",13.35,11,8.75,12.5,45.6,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2014,25
"5366",5366,"Jun 7-9","Gym Festival Trnava","AA",13.15,11.6,11.85,9.45,46.05,"Anna-Maria Kanyai","Czechia",1998-02-19,NA,2014,25
"5367",5367,"Jun 25-27","Czech Championships","EF",13.083,NA,NA,NA,NA,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2023,17
"5368",5368,"Jun 25-27","Czech Championships","AA",13.2,NA,NA,10.4,NA,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2023,17
"5369",5369,"Dec 17-20","European Championships","AA",12.966,NA,NA,11.7,NA,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2021,17
"5370",5370,"7-Mar","Czech Euros Trials","AA",13.45,9.95,10.6,12.05,46.05,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2021,17
"5371",5371,"Nov 28-30","Olympic Hopes Cup","EF",11.917,NA,NA,NA,NA,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2020,17
"5372",5372,"Nov 28-30","Olympic Hopes Cup","AA",12.867,10.767,8.633,12.133,44.4,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2020,17
"5373",5373,"Jun 1-2","Czech Championships","EF",12.65,10.725,11.5,11.775,NA,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2020,17
"5374",5374,"Jun 1-2","Czech Championships","AA",13.1,11.15,11.9,12.4,48.55,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2020,17
"5375",5375,"May 19-20","Zelena Jama Open","AA",13,9.6,10.8,12.1,45.5,"Nela Tereza Kaplanová","Czechia",2006-07-31,NA,2019,17
"5376",5376,"Nov 12-13","Vera Caslavska Grand Prix","EF",12.138,NA,10.45,NA,NA,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5377",5377,"Nov 12-13","Vera Caslavska Grand Prix","AA",12.9,10.15,12.6,12.25,47.9,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5378",5378,"24-Sep","Leverkusen Cup","AA",12.833,8.733,11.4,11.75,44.716,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5379",5379,"Aug 11-21","European Championships","QF",12.6,NA,11.966,9.133,NA,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5380",5380,"2-Jul","Austrian Team Challenge","AA",12.8,9.65,9.95,11.45,43.85,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5381",5381,"Jun 3-5","Czech Championships","EF",12.75,NA,11.1,11.4,NA,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5382",5382,"Jun 3-5","Czech Championships","AA",12.95,9.1,11.467,11.433,44.95,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5383",5383,"Apr 23-24","Elek Matolay Memorial","EF",12.55,NA,NA,NA,NA,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5384",5384,"Apr 23-24","Elek Matolay Memorial","AA",12.7,10.2,8.9,11.1,42.9,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5385",5385,"Apr 2-3","Hanspeter Demetz Memorial","AA",12.8,10.3,11.85,11.6,46.55,"Patricie Makovickova","Czechia",2007-02-04,NA,2023,16
"5386",5386,"Dec 4-5","Czech Team Championships","AA",12.85,8.35,8.8,11.75,41.75,"Patricie Makovickova","Czechia",2007-02-04,NA,2022,16
"5387",5387,"Sep 11-12","Gym Festival Trnava","EF",12.25,NA,10.15,11.85,NA,"Patricie Makovickova","Czechia",2007-02-04,NA,2022,16
"5388",5388,"Sep 11-12","Gym Festival Trnava","AA",13.1,9.55,10.05,11.4,44.1,"Patricie Makovickova","Czechia",2007-02-04,NA,2022,16
"5389",5389,"Jun 25-27","Czech Championships","AA",12.85,9.65,10.35,10.95,43.8,"Patricie Makovickova","Czechia",2007-02-04,NA,2022,16
"5390",5390,"Nov 8-10","Horizon Cup","AA",12.9,10.5,10.95,10.65,45,"Patricie Makovickova","Czechia",2007-02-04,NA,2021,16
"5391",5391,"27-Oct","Leverkusen Cup","AA",12.25,8.3,9.4,10,39.95,"Patricie Makovickova","Czechia",2007-02-04,NA,2021,16
"5392",5392,"6-Oct","Leverkusen Cup","AA",13.2,9.35,12.2,11.6,46.35,"Patricie Makovickova","Czechia",2007-02-04,NA,2019,16
"5393",5393,"Oct 28-29","Wase Gymcup","AA",12.25,11.9,11.35,9.1,44.6,"Patricie Makovickova","Czechia",2007-02-04,NA,2018,16
"5394",5394,"Dec 4-5","Czech Team Championships","AA",12.1,11.4,11.1,11.7,46.3,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5395",5395,"Nov 27-28","Top Gym Tournament","EF",12.333,10,NA,NA,NA,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5396",5396,"Nov 27-28","Top Gym Tournament","AA",12.4,10.5,11.95,10.35,45.2,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5397",5397,"Nov 20-21","Tournoi International","AA",12.133,5.75,10.8,11.567,40.25,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5398",5398,"Nov 6-7","Olympic Hopes Cup","EF",12.338,NA,NA,NA,NA,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5399",5399,"Nov 6-7","Olympic Hopes Cup","AA",12.65,11.1,11.35,11.45,46.55,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5400",5400,"2-Oct","Hanspeter Demetz Memorial","AA",12.633,9.5,11.233,11.533,44.899,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5401",5401,"Jun 25-27","Czech Championships","EF",NA,NA,11.4,NA,NA,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5402",5402,"Jun 25-27","Czech Championships","AA",11.35,8.95,11.25,10.3,41.85,"Lucie Marikova","Czechia",2006-10-26,NA,2022,17
"5403",5403,"Dec 17-20","European Championships","EF",NA,NA,11.05,NA,NA,"Lucie Marikova","Czechia",2006-10-26,NA,2021,17
"5404",5404,"Dec 17-20","European Championships","AA",12.233,10.566,11.666,10.533,44.998,"Lucie Marikova","Czechia",2006-10-26,NA,2021,17
"5405",5405,"7-Mar","Czech Euros Trials","AA",12.45,10.35,12.8,11.45,47.05,"Lucie Marikova","Czechia",2006-10-26,NA,2021,17
"5406",5406,"Nov 28-30","Olympic Hopes Cup","EF",NA,NA,12.3,NA,NA,"Lucie Marikova","Czechia",2006-10-26,NA,2020,17
"5407",5407,"Nov 28-30","Olympic Hopes Cup","AA",12.333,10.767,12.9,12.033,48.033,"Lucie Marikova","Czechia",2006-10-26,NA,2020,17
"5408",5408,"Jun 1-2","Czech Championships","EF",12.525,NA,12.6,11.85,NA,"Lucie Marikova","Czechia",2006-10-26,NA,2020,17
"5409",5409,"Jun 1-2","Czech Championships","AA",12.6,10.4,12.7,12.15,47.85,"Lucie Marikova","Czechia",2006-10-26,NA,2020,17
"5410",5410,"Jun 9-10","Gym Festival Trnava","AA",12.5,9.8,11.75,10.3,44.35,"Lucie Marikova","Czechia",2006-10-26,NA,2019,17
"5411",5411,"Nov 12-13","Vera Caslavska Grand Prix","EF",NA,12.475,11.375,12.625,NA,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5412",5412,"Nov 12-13","Vera Caslavska Grand Prix","AA",13.3,12.75,13.05,12.75,51.85,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5413",5413,"Aug 11-21","European Championships","AA",12.233,9.733,11.966,11.766,45.698,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5414",5414,"Jul 24-30","European Youth Olympic Festival","EF",NA,12.633,NA,NA,NA,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5415",5415,"Jul 24-30","European Youth Olympic Festival","AA",11.25,12.65,11,11.2,46.1,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5416",5416,"2-Jul","Austrian Team Challenge","AA",NA,NA,11.9,9.35,NA,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5417",5417,"Jun 3-5","Czech Championships","EF",12.95,12.8,13.15,NA,NA,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5418",5418,"Jun 3-5","Czech Championships","AA",13.25,12.567,12.067,10.667,48.551,"Vanesa Masova","Czechia",2008-07-01,NA,2023,15
"5419",5419,"Dec 4-5","Czech Team Championships","AA",12.8,11.25,12.5,12.45,49,"Vanesa Masova","Czechia",2008-07-01,NA,2022,15
"5420",5420,"Nov 6-7","Olympic Hopes Cup","EF",NA,NA,11.525,NA,NA,"Vanesa Masova","Czechia",2008-07-01,NA,2022,15
"5421",5421,"Nov 6-7","Olympic Hopes Cup","AA",12.95,11.05,12.6,11.4,48,"Vanesa Masova","Czechia",2008-07-01,NA,2022,15
"5422",5422,"Jun 25-27","Czech Championships","EF",12.767,11.533,NA,11.833,NA,"Vanesa Masova","Czechia",2008-07-01,NA,2022,15
"5423",5423,"Jun 25-27","Czech Championships","AA",13.2,11.65,11.1,11.8,47.75,"Vanesa Masova","Czechia",2008-07-01,NA,2022,15
"5424",5424,"Oct 29-Nov 6","World Championships","QF",12.2,10.833,10.433,11.666,45.132,"Klara Peterkova","Czechia",2006-11-09,NA,2023,17
"5425",5425,"Aug 11-21","European Championships","AA",12.2,11.333,11.766,12.1,47.399,"Klara Peterkova","Czechia",2006-11-09,NA,2023,17
"5426",5426,"2-Jul","Austrian Team Challenge","AA",12.6,11.6,12.2,11.85,48.25,"Klara Peterkova","Czechia",2006-11-09,NA,2023,17
"5427",5427,"Jun 3-5","Czech Championships","EF",12.55,11.35,11.9,12.5,NA,"Klara Peterkova","Czechia",2006-11-09,NA,2023,17
"5428",5428,"Jun 3-5","Czech Championships","AA",12.55,11.45,12.2,12.05,48.25,"Klara Peterkova","Czechia",2006-11-09,NA,2023,17
"5429",5429,"Dec 4-5","Czech Team Championships","AA",12.05,11.2,10.05,11.3,44.6,"Klara Peterkova","Czechia",2006-11-09,NA,2022,17
"5430",5430,"Nov 20-21","Tournoi International","AA",11.633,11.2,9.6,11.433,43.867,"Klara Peterkova","Czechia",2006-11-09,NA,2022,17
"5431",5431,"Nov 6-7","Olympic Hopes Cup","EF",NA,NA,NA,11.725,NA,"Klara Peterkova","Czechia",2006-11-09,NA,2022,17
"5432",5432,"Nov 6-7","Olympic Hopes Cup","AA",12.35,10.9,12.2,12.15,47.6,"Klara Peterkova","Czechia",2006-11-09,NA,2022,17
"5433",5433,"Jun 25-27","Czech Championships","EF",NA,11.166,11.733,12.333,NA,"Klara Peterkova","Czechia",2006-11-09,NA,2022,17
"5434",5434,"Jun 25-27","Czech Championships","AA",11.9,10.9,11.8,12.15,46.75,"Klara Peterkova","Czechia",2006-11-09,NA,2022,17
"5435",5435,"7-Mar","Czech Euros Trials","AA",11.9,7.5,9.55,10.7,39.65,"Klara Peterkova","Czechia",2006-11-09,NA,2021,17
"5436",5436,"Nov 28-30","Olympic Hopes Cup","AA",12,10.033,10.133,11.267,43.433,"Klara Peterkova","Czechia",2006-11-09,NA,2020,17
"5437",5437,"Jun 1-2","Czech Championships","EF",NA,NA,10.675,NA,NA,"Klara Peterkova","Czechia",2006-11-09,NA,2020,17
"5438",5438,"Jun 1-2","Czech Championships","AA",12.25,8.6,12.1,10.45,43.4,"Klara Peterkova","Czechia",2006-11-09,NA,2020,17
"5439",5439,"Aug 11-21","European Championships","AA",12.933,10.4,11.966,12.066,47.365,"Dominika Ponížilová","Czechia",2002-03-14,NA,2023,21
"5440",5440,"Jun 16-19","Koper Challenge Cup","EF",12.75,NA,NA,NA,NA,"Dominika Ponížilová","Czechia",2002-03-14,NA,2023,21
