Date,Competition,,VT,UB,BB,FX,AA,Full_Name,Nation,Birthdate,comp_year,Comp_Year
Oct 22-25,Chinese Individual Championships,QF,13.35,14.35,14.85,13,55.55,Tang Xijing,China,3-Jan-03,,2021
Sep 21-28,Chinese Championships,EF,,,,13.666,,Tang Xijing,China,3-Jan-03,,2021
Sep 21-28,Chinese Championships,AA,13.8,12.9,14.85,13.5,55.05,Tang Xijing,China,3-Jan-03,,2021
Sep 21-28,Chinese Championships,QF,14.1,13.6,13.25,13.45,54.4,Tang Xijing,China,3-Jan-03,,2021
Oct 4-13,World Championships,AA,14.166,14.533,14.6,13.6,56.899,Tang Xijing,China,3-Jan-03,,2020
Oct 4-13,World Championships,TF,14.3,14.566,,13.5,,Tang Xijing,China,3-Jan-03,,2020
Oct 4-13,World Championships,QF,14.266,14.633,11.733,12.866,53.498,Tang Xijing,China,3-Jan-03,,2020
May 13-18,Chinese Championships,EF,,,14.667,,,Tang Xijing,China,3-Jan-03,,2020
May 13-18,Chinese Championships,AA,13.55,14.15,14.55,13.35,55.6,Tang Xijing,China,3-Jan-03,,2020
May 13-18,Chinese Championships,QF,13.2,13.9,13.7,12.6,53.4,Tang Xijing,China,3-Jan-03,,2020
Mar 2-3,City of Jesolo Trophy,EF,,14.35,,,,Tang Xijing,China,3-Jan-03,,2020
Mar 2-3,City of Jesolo Trophy,AA,13.8,14.2,13.267,12.9,54.167,Tang Xijing,China,3-Jan-03,,2020
Oct 6-18,Youth Olympic Games,EF,,13.9,14.033,12.966,,Tang Xijing,China,3-Jan-03,,2019
Oct 6-18,Youth Olympic Games,AA,13.466,13.966,11.766,13.066,52.264,Tang Xijing,China,3-Jan-03,,2019
Oct 6-18,Youth Olympic Games,QF,13.375,13.333,13.8,12.766,53.274,Tang Xijing,China,3-Jan-03,,2019
Sep 4-7,Chinese Individual Championships,EF,,14.133,12.167,13.067,,Tang Xijing,China,3-Jan-03,,2019
Sep 4-7,Chinese Individual Championships,AA,13.35,13.6,13.75,13.1,53.8,Tang Xijing,China,3-Jan-03,,2019
May 7-13,Chinese Championships,EF,,13.733,,,,Tang Xijing,China,3-Jan-03,,2019
May 7-13,Chinese Championships,AA,13.35,13.65,13.75,12.85,53.6,Tang Xijing,China,3-Jan-03,,2019
May 7-13,Chinese Championships,TF,13.4,13.25,12.2,12.7,51.55,Tang Xijing,China,3-Jan-03,,2019
May 7-13,Chinese Championships,QF,13.3,13.65,13.25,12.6,52.8,Tang Xijing,China,3-Jan-03,,2019
Apr 25-28,Asian Junior Championships,EF,,,14.35,,,Tang Xijing,China,3-Jan-03,,2019
Apr 25-28,Asian Junior Championships,QF,13.45,10.6,14.4,13.05,51.5,Tang Xijing,China,3-Jan-03,,2019
Aug 31-Sep 7,Chinese National Games,EF,,,14.233,,,Tang Xijing,China,3-Jan-03,,2018
Aug 31-Sep 7,Chinese National Games,TF,,13.867,13.4,12.833,,Tang Xijing,China,3-Jan-03,,2018
Aug 31-Sep 7,Chinese National Games,QF,12.233,13.9,13.9,12.867,52.9,Tang Xijing,China,3-Jan-03,,2018
May 5-9,Chinese Championships,EF,,,,10.8,,Tang Xijing,China,3-Jan-03,,2018
May 5-9,Chinese Championships,AA,13.5,13.4,13.05,12.55,52.5,Tang Xijing,China,3-Jan-03,,2018
May 5-9,Chinese Championships,QF,13.4,13.4,12.95,12.45,52.2,Tang Xijing,China,3-Jan-03,,2018
Jun 13-19,Chinese Junior Championships,EF,13.967*,14.1,,12.967,,Tang Xijing,China,3-Jan-03,,2017
Jun 13-19,Chinese Junior Championships,AA,13.667,12.967,13.7,13.2,53.534,Tang Xijing,China,3-Jan-03,,2017
Oct 22-25,Chinese Individual Championships,EF,,14.4,13.433,,,Wang Jingying,China,17-Dec-04,,2021
Oct 22-25,Chinese Individual Championships,AA,12,14.3,13.45,12.85,52.6,Wang Jingying,China,17-Dec-04,,2021
Oct 22-25,Chinese Individual Championships,QF,12,14.35,13.45,11.85,51.65,Wang Jingying,China,17-Dec-04,,2021
Sep 21-28,Chinese Championships,EF,,14.4,13.733,,,Wang Jingying,China,17-Dec-04,,2021
Sep 21-28,Chinese Championships,AA,11.95,14.2,12.3,13,51.45,Wang Jingying,China,17-Dec-04,,2021
Sep 21-28,Chinese Championships,QF,12.15,14.45,14.1,13,53.7,Wang Jingying,China,17-Dec-04,,2021
Sep 3-7,Chinese Individual Championships,EF,,10.9,12.566,12.7,,Wang Jingying,China,17-Dec-04,,2020
Sep 3-7,Chinese Individual Championships,AA,11.9,13.65,12.4,12.7,50.65,Wang Jingying,China,17-Dec-04,,2020
Sep 3-7,Chinese Individual Championships,QF,12,13.55,13.4,12.6,51.55,Wang Jingying,China,17-Dec-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,EF,,13.433,13.133,13.067,,Wang Jingying,China,17-Dec-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,AA,11.9,13.05,12.85,12.8,50.6,Wang Jingying,China,17-Dec-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,TF,11.8,13.45,13.85,12.65,51.75,Wang Jingying,China,17-Dec-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,QF,12.1,13.35,13.25,12.65,51.35,Wang Jingying,China,17-Dec-04,,2020
Jun 12-19,Chinese Junior Championships,EF,,13.167,12.867,11.533,,Wang Jingying,China,17-Dec-04,,2020
Jun 12-19,Chinese Junior Championships,AA,12,12.5,12.95,12.9,50.35,Wang Jingying,China,17-Dec-04,,2020
Jun 12-19,Chinese Junior Championships,QF,11.85,13.05,13.15,12.75,50.8,Wang Jingying,China,17-Dec-04,,2020
May 13-18,Chinese Championships,AA,11.9,12.65,13.1,12.45,50.1,Wang Jingying,China,17-Dec-04,,2020
May 13-18,Chinese Championships,QF,12,13.35,11.5,12.65,49.5,Wang Jingying,China,17-Dec-04,,2020
Jun 3-10,Chinese Junior Championships,EF,,12.367,13.067,,,Wang Jingying,China,17-Dec-04,,2019
Jun 3-10,Chinese Junior Championships,AA,10.6,13.3,12.85,12.65,49.4,Wang Jingying,China,17-Dec-04,,2019
Jun 3-10,Chinese Junior Championships,QF,10.85,11.65,13.15,11.5,47.15,Wang Jingying,China,17-Dec-04,,2019
Jun 13-19,Chinese Junior Championships,AA,10.7,11.534,12.167,11.567,45.968,Wang Jingying,China,17-Dec-04,,2018
Jun 13-19,Chinese Junior Championships,QF,10.8,10.2,13.134,11.634,45.768,Wang Jingying,China,17-Dec-04,,2018
Sep 4-9,Chinese Championships,EF,,,13.3,,,Wang Xiaodi,China,25-Nov-05,,2023
Sep 4-9,Chinese Championships,QF,11.7,9.15,14.15,11.95,46.95,Wang Xiaodi,China,25-Nov-05,,2023
1-Jun,Chinese Selection Meet,AA,11.666,10.966,13.533,12.566,48.731,Wang Xiaodi,China,25-Nov-05,,2023
Sep 19-26,Chinese National Games,EF,,,12.18,,,Wang Xiaodi,China,25-Nov-05,,2022
Sep 19-26,Chinese National Games,AA,10.6,10.233,12.233,11.866,44.932,Wang Xiaodi,China,25-Nov-05,,2022
Sep 19-26,Chinese National Games,QF,10.5,10.566,14.133,12.233,47.432,Wang Xiaodi,China,25-Nov-05,,2022
Sep 4-9,Chinese Championships,AA,11.233,12.366,13.2,12.3,49.099,Wang Xiaodi,China,25-Nov-05,,2022
Sep 4-9,Chinese Championships,QF,12.1,12.133,14.3,12.7,51.233,Wang Xiaodi,China,25-Nov-05,,2022
Oct 22-25,Chinese Senior Championships,AA,11.9,11.15,13.75,12.4,49.2,Wang Xiaodi,China,25-Nov-05,,2021
Oct 22-25,Chinese Senior Championships,QF,11.95,11.7,13.45,12.05,48.15,Wang Xiaodi,China,25-Nov-05,,2021
Oct 17-20,Chinese Junior Championships,EF,11.449*,,13.1,,,Wang Xiaodi,China,25-Nov-05,,2021
Oct 17-20,Chinese Junior Championships,AA,11.7,10.55,12.55,12.25,47.4,Wang Xiaodi,China,25-Nov-05,,2021
Oct 17-20,Chinese Junior Championships,QF,11.8,10.95,12.7,11.95,47.4,Wang Xiaodi,China,25-Nov-05,,2021
Sep 21-28,Chinese Championships,AA,12.05,11.8,13.55,12.45,49.85,Wang Xiaodi,China,25-Nov-05,,2021
Sep 21-28,Chinese Championships,QF,12,10.85,13.7,12.35,48.9,Wang Xiaodi,China,25-Nov-05,,2021
Jul 28-Aug 6,Chinese National Youth Games,AA,11.95,11.05,13.3,12.6,48.9,Wang Xiaodi,China,25-Nov-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,TF,11.8,11.2,13.5,12.1,48.6,Wang Xiaodi,China,25-Nov-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,QF,11.9,10.85,13.2,11.95,47.9,Wang Xiaodi,China,25-Nov-05,,2020
Jun 12-19,Chinese Junior Championships,QF,11.6,10.9,12.25,12.45,47.2,Wang Xiaodi,China,25-Nov-05,,2020
May 8-13,Chinese Championships,AA,11.7,10.3,13.15,12.35,47.5,Wang Xiaodi,China,25-Nov-05,,2020
May 8-13,Chinese Championships,QF,11.75,11,12.55,12.1,47.4,Wang Xiaodi,China,25-Nov-05,,2020
Sep 4-9,Chinese Championships,EF,12.799*,,,,,Wang Yan,China,30-Oct-99,,2023
Sep 4-9,Chinese Championships,QF,13.3,12.6,12.65,12.95,51.5,Wang Yan,China,30-Oct-99,,2023
Sep 19-26,Chinese National Games,TF,13.466,,,11.5,,Wang Yan,China,30-Oct-99,,2022
Sep 19-26,Chinese National Games,QF,13.333,,13.233,12.4,,Wang Yan,China,30-Oct-99,,2022
May 4-9,Chinese Championships,QF,13.4,,12.3,12.466,,Wang Yan,China,30-Oct-99,,2022
May 13-18,Chinese Championships,TF,13.65,,,,,Wang Yan,China,30-Oct-99,,2021
May 13-18,Chinese Championships,QF,13.25,,12.3,12.45,,Wang Yan,China,30-Oct-99,,2021
Oct 2-8,World Championships,EF,14.350*,,,,,Wang Yan,China,30-Oct-99,,2019
Oct 2-8,World Championships,AA,14.233,13.366,10.2,12.633,50.432,Wang Yan,China,30-Oct-99,,2019
Oct 2-8,World Championships,QF,14.4,13.4,11.266,13.366,52.432,Wang Yan,China,30-Oct-99,,2019
Aug 31-Sep 7,Chinese National Games,EF,14.467*,,,13.633,,Wang Yan,China,30-Oct-99,,2019
Aug 31-Sep 7,Chinese National Games,AA,14.5,13.1,14.133,13.8,55.333,Wang Yan,China,30-Oct-99,,2019
Aug 31-Sep 7,Chinese National Games,TF,14.4,12.833,13.633,13.6,54.466,Wang Yan,China,30-Oct-99,,2019
Aug 31-Sep 7,Chinese National Games,QF,14.5,13.233,14.033,13.633,55.399,Wang Yan,China,30-Oct-99,,2019
May 5-9,Chinese Championships,EF,,,13.6,,,Wang Yan,China,30-Oct-99,,2019
May 5-9,Chinese Championships,QF,14.3,13,13.7,,,Wang Yan,China,30-Oct-99,,2019
Mar 22-25,Doha World Cup,QF,14.566*,,,2.7,,Wang Yan,China,30-Oct-99,,2019
Feb 22-25,Melbourne World Cup,EF,14.250*,,,,,Wang Yan,China,30-Oct-99,,2019
Feb 22-25,Melbourne World Cup,QF,14.216*,,,13.433,,Wang Yan,China,30-Oct-99,,2019
Aug 5-21,Olympic Games,EF,14.999*,,,14.666,,Wang Yan,China,30-Oct-99,,2017
Aug 5-21,Olympic Games,AA,14.733,13.733,14.666,14.9,58.032,Wang Yan,China,30-Oct-99,,2017
Aug 5-21,Olympic Games,TF,14.733,,14.466,14.733,,Wang Yan,China,30-Oct-99,,2017
Aug 5-21,Olympic Games,QF,14.933,13.9,14.1,14.666,57.599,Wang Yan,China,30-Oct-99,,2017
May 11-15,Chinese Championships,EF,,,12.467,13.267,,Wang Yan,China,30-Oct-99,,2017
May 11-15,Chinese Championships,AA,14.8,13.75,13.7,14.5,56.75,Wang Yan,China,30-Oct-99,,2017
May 11-15,Chinese Championships,QF,15.05,13.8,14.3,14.75,57.9,Wang Yan,China,30-Oct-99,,2017
Oct 23-Nov 1,World Championships,EF,14.583*,,13.633,,,Wang Yan,China,30-Oct-99,,2016
Oct 23-Nov 1,World Championships,AA,14.875,13.566,13.8,13.5,55.741,Wang Yan,China,30-Oct-99,,2016
Oct 23-Nov 1,World Championships,TF,15.2,,13.3,14.633,,Wang Yan,China,30-Oct-99,,2016
Oct 23-Nov 1,World Championships,QF,15.066,11.8,14.5,14.2,55.566,Wang Yan,China,30-Oct-99,,2016
Jul 31-Aug 2,Asian Championships,EF,14.987*,,14.425,14.575,,Wang Yan,China,30-Oct-99,,2016
Jul 31-Aug 2,Asian Championships,AA,15.05,14.25,14.95,13.75,58,Wang Yan,China,30-Oct-99,,2016
Jun 1-4,Chinese Championships,EF,15.084*,,13.167,14.367,,Wang Yan,China,30-Oct-99,,2016
Jun 1-4,Chinese Championships,AA,14.9,13.35,13.45,13.8,55.5,Wang Yan,China,30-Oct-99,,2016
Jun 1-4,Chinese Championships,QF,15.1,13.3,14.05,14.2,56.65,Wang Yan,China,30-Oct-99,,2016
Aug 16-24,Youth Olympic Games,EF,14.783*,13.066,14.633,,,Wang Yan,China,30-Oct-99,,2015
Aug 16-24,Youth Olympic Games,AA,14.65,11.95,13.4,13.8,53.8,Wang Yan,China,30-Oct-99,,2015
Aug 16-24,Youth Olympic Games,QF,13.95,13.25,14.75,11.25,53.2,Wang Yan,China,30-Oct-99,,2015
May 8-12,Chinese Championships,EF,15.334*,,,13.8,,Wang Yan,China,30-Oct-99,,2015
May 8-12,Chinese Championships,AA,15.2,12.85,14.35,13.9,56.2,Wang Yan,China,30-Oct-99,,2015
May 8-12,Chinese Championships,AA,15.4,12.5,12.25,13.75,53.9,Wang Yan,China,30-Oct-99,,2015
Sep 22-23,Junior Japan International,EF,14.925,13.425,14.275,,,Wang Yan,China,30-Oct-99,,2014
Sep 22-23,Junior Japan International,AA,14.95,13.7,14.7,13.55,56.9,Wang Yan,China,30-Oct-99,,2014
Sep 2-8,Chinese National Games,EF,14.233*,,,13.6,,Wang Yan,China,30-Oct-99,,2014
Sep 2-8,Chinese National Games,AA,14.667,13.034,14.134,13.267,55.102,Wang Yan,China,30-Oct-99,,2014
Sep 2-8,Chinese National Games,TF,14.834,11.5,11.834,13.267,51.435,Wang Yan,China,30-Oct-99,,2014
Sep 2-8,Chinese National Games,QF,14.534,12.934,12.334,13.567,53.369,Wang Yan,China,30-Oct-99,,2014
May 8-12,Chinese Championships,EF,,,14.4,,,Wang Yan,China,30-Oct-99,,2014
May 8-12,Chinese Championships,AA,,,,,52.401,Wang Yan,China,30-Oct-99,,2014
May 8-12,Chinese Championships,QF,13.667,12.234,14.234,13.234,53.369,Wang Yan,China,30-Oct-99,,2014
Oct 29-Nov 6,World Championships,EF,,14.966,,,,Wei Xiaoyuan,China,25-Aug-04,,2023
Oct 29-Nov 6,World Championships,TF,,14.733,,,,Wei Xiaoyuan,China,25-Aug-04,,2023
Oct 29-Nov 6,World Championships,QF,12.9,14.6,,12.733,,Wei Xiaoyuan,China,25-Aug-04,,2023
Sep 4-9,Chinese Championships,EF,,14.966,,,,Wei Xiaoyuan,China,25-Aug-04,,2023
Sep 4-9,Chinese Championships,AA,12.95,14.9,13.3,12.55,53.7,Wei Xiaoyuan,China,25-Aug-04,,2023
Sep 4-9,Chinese Championships,QF,12.7,14.4,13.2,12.45,52.75,Wei Xiaoyuan,China,25-Aug-04,,2023
Jun 15-18,Asian Championships,EF,,14.767,,,,Wei Xiaoyuan,China,25-Aug-04,,2023
Jun 15-18,Asian Championships,AA,13,15,,,,Wei Xiaoyuan,China,25-Aug-04,,2023
1-Jun,Chinese Selection Meet,AA,13,14.466,13.5,12.6,53.566,Wei Xiaoyuan,China,25-Aug-04,,2023
Oct 18-24,World Championships,EF,,14.733,,,,Wei Xiaoyuan,China,25-Aug-04,,2022
Oct 18-24,World Championships,AA,13.2,13.366,13.733,12.4,52.699,Wei Xiaoyuan,China,25-Aug-04,,2022
Oct 18-24,World Championships,QF,13.266,14.733,12.633,12.233,52.865,Wei Xiaoyuan,China,25-Aug-04,,2022
Sep 19-26,Chinese National Games,EF,,14.52,,11.76,,Wei Xiaoyuan,China,25-Aug-04,,2022
Sep 19-26,Chinese National Games,AA,13.266,14.866,13.666,13.266,55.064,Wei Xiaoyuan,China,25-Aug-04,,2022
Sep 19-26,Chinese National Games,QF,13.233,14.933,13.533,13.466,55.165,Wei Xiaoyuan,China,25-Aug-04,,2022
2-Jul,2nd Chinese Olympic Trials,AA,13.366,15.166,14.5,13.8,56.832,Wei Xiaoyuan,China,25-Aug-04,,2022
18-Jun,1st Chinese Olympic Trials,AA,13.333,15.033,13.866,13.633,55.865,Wei Xiaoyuan,China,25-Aug-04,,2022
May 4-9,Chinese Championships,EF,,14.766,,13.266,,Wei Xiaoyuan,China,25-Aug-04,,2022
May 4-9,Chinese Championships,AA,13.2,14.766,13.966,13.533,55.465,Wei Xiaoyuan,China,25-Aug-04,,2022
May 4-9,Chinese Championships,QF,13.333,14.766,12.433,13.4,53.932,Wei Xiaoyuan,China,25-Aug-04,,2022
Oct 22-25,Chinese Individual Championships,EF,,14.8,14.9,12.9,,Wei Xiaoyuan,China,25-Aug-04,,2021
Oct 22-25,Chinese Individual Championships,AA,13.3,14.45,14.05,13.3,55.1,Wei Xiaoyuan,China,25-Aug-04,,2021
Oct 22-25,Chinese Individual Championships,QF,13.1,14.55,14.1,13.05,54.8,Wei Xiaoyuan,China,25-Aug-04,,2021
Sep 21-28,Chinese Championships,EF,,13.1,14.6,,,Wei Xiaoyuan,China,25-Aug-04,,2021
Sep 21-28,Chinese Championships,AA,13.35,14.6,13.8,13.4,55.15,Wei Xiaoyuan,China,25-Aug-04,,2021
Sep 21-28,Chinese Championships,QF,13.35,14.4,14.7,13,55.45,Wei Xiaoyuan,China,25-Aug-04,,2021
Jul 28-Aug 6,Chinese National Youth Games,EF,,14.2,13.233,13.467,,Wei Xiaoyuan,China,25-Aug-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,AA,13.5,14.15,14.4,13.55,55.6,Wei Xiaoyuan,China,25-Aug-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,TF,13.65,13.95,13.95,13.25,54.8,Wei Xiaoyuan,China,25-Aug-04,,2020
Jul 28-Aug 6,Chinese National Youth Games,QF,13.65,14,13.8,12.9,54.35,Wei Xiaoyuan,China,25-Aug-04,,2020
Jun 24-30,Junior World Championships,EF,,13.8,13.733,,,Wei Xiaoyuan,China,25-Aug-04,,2020
Jun 24-30,Junior World Championships,AA,13.2,13.766,14,12.1,53.066,Wei Xiaoyuan,China,25-Aug-04,,2020
May 8-13,Chinese Championships,AA,13.35,13.75,14.1,12.95,54.15,Wei Xiaoyuan,China,25-Aug-04,,2020
May 8-13,Chinese Championships,QF,13.35,13.8,12.6,11.4,51.15,Wei Xiaoyuan,China,25-Aug-04,,2020
Mar 2-3,City of Jesolo Trophy,EF,,12.8,13.1,13.1,,Wei Xiaoyuan,China,25-Aug-04,,2020
Mar 2-3,City of Jesolo Trophy,AA,13.367,12.867,13.733,13.467,53.434,Wei Xiaoyuan,China,25-Aug-04,,2020
Jun 3-10,Chinese Junior Championships,EF,,12.2,12.067,12.733,,Wei Xiaoyuan,China,25-Aug-04,,2019
Jun 3-10,Chinese Junior Championships,AA,11.95,12.35,13.8,12.9,51,Wei Xiaoyuan,China,25-Aug-04,,2019
Jun 3-10,Chinese Junior Championships,QF,12.1,11.45,12.75,12.45,48.75,Wei Xiaoyuan,China,25-Aug-04,,2019
May 7-13,Chinese Championships,AA,12.05,12.1,13.15,13,50.3,Wei Xiaoyuan,China,25-Aug-04,,2019
May 7-13,Chinese Championships,QF,12.05,11.25,12.5,11,46.8,Wei Xiaoyuan,China,25-Aug-04,,2019
Apr 14-15,City of Jesolo Trophy,EF,,,10.667,,,Wei Xiaoyuan,China,25-Aug-04,,2019
Apr 14-15,City of Jesolo Trophy,AA,,10.4,12.7,12.133,,Wei Xiaoyuan,China,25-Aug-04,,2019
Feb 16-18,WOGA Classic,AA,12.15,12.2,13.4,11.75,49.5,Wei Xiaoyuan,China,25-Aug-04,,2019
Jun 3-10,Chinese Junior Championships,EF,12.350*,11,,,,Wei Xiaoyuan,China,25-Aug-04,,2018
Jun 3-10,Chinese Junior Championships,AA,13.167,11.034,13.134,12,49.335,Wei Xiaoyuan,China,25-Aug-04,,2018
Jun 3-10,Chinese Junior Championships,QF,13,10.9,12.967,12.867,49.734,Wei Xiaoyuan,China,25-Aug-04,,2018
Sep 4-9,Chinese Championships,QF,,13.15,,,,Wu Ran,China,2-Apr-05,,2023
Jun 15-18,Asian Championships,EF,,,14.633,13.7,,Wu Ran,China,2-Apr-05,,2023
Jun 15-18,Asian Championships,AA,,14,14.633,13.833,,Wu Ran,China,2-Apr-05,,2023
1-Jun,Chinese Selection Meet,AA,12.966,12.633,14.533,13.866,53.998,Wu Ran,China,2-Apr-05,,2023
Sep 19-26,Chinese National Games,EF,,,,13.18,,Wu Ran,China,2-Apr-05,,2022
Sep 19-26,Chinese National Games,TF,,13.866,13.4,13.433,,Wu Ran,China,2-Apr-05,,2022
Sep 19-26,Chinese National Games,QF,13.2,13.933,13.033,13.633,53.799,Wu Ran,China,2-Apr-05,,2022
May 4-9,Chinese Championships,EF,,,14.3,,,Wu Ran,China,2-Apr-05,,2022
May 4-9,Chinese Championships,QF,13.033,13.433,14.666,13.366,54.498,Wu Ran,China,2-Apr-05,,2022
Sep 21-28,Chinese Championships,EF,,,13.933,13.8,,Wu Ran,China,2-Apr-05,,2021
Sep 21-28,Chinese Championships,QF,,13.8,13.8,13.1,,Wu Ran,China,2-Apr-05,,2021
Jul 28-Aug 6,Chinese National Youth Games,EF,,,13.567,13.167,,Wu Ran,China,2-Apr-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,AA,12,12.15,12.45,13.15,49.75,Wu Ran,China,2-Apr-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,TF,12.05,13.3,13.85,13.25,52.45,Wu Ran,China,2-Apr-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,QF,12.1,12.45,13.6,12.85,51,Wu Ran,China,2-Apr-05,,2020
May 8-13,Chinese Championships,QF,,11.75,,,,Wu Ran,China,2-Apr-05,,2020
Jun 3-10,Chinese Junior Championships,EF,,12.2,13.933,,,Wu Ran,China,2-Apr-05,,2019
Jun 3-10,Chinese Junior Championships,AA,11.75,12.4,12.5,12.65,49.3,Wu Ran,China,2-Apr-05,,2019
Jun 3-10,Chinese Junior Championships,QF,11.85,11.75,13.85,12.15,49.6,Wu Ran,China,2-Apr-05,,2019
Sep 4-9,Chinese Championships,EF,13.366*,,,,,Yu Linmin,China,9-Apr-03,,2023
Sep 4-9,Chinese Championships,QF,13,,,,,Yu Linmin,China,9-Apr-03,,2023
Sep 19-26,Chinese National Games,EF,13.970*,,,,,Yu Linmin,China,9-Apr-03,,2022
Sep 19-26,Chinese National Games,TF,13.833,,,,,Yu Linmin,China,9-Apr-03,,2022
Sep 19-26,Chinese National Games,QF,13.466,,,,,Yu Linmin,China,9-Apr-03,,2022
May 4-9,Chinese Championships,EF,14.250*,,,,,Yu Linmin,China,9-Apr-03,,2022
May 4-9,Chinese Championships,QF,14.433,,,,,Yu Linmin,China,9-Apr-03,,2022
Sep 21-28,Chinese Championships,EF,14.116*,,,,,Yu Linmin,China,9-Apr-03,,2021
Sep 21-28,Chinese Championships,QF,13.75,,,,,Yu Linmin,China,9-Apr-03,,2021
Nov 21-24,Cottbus World Cup,EF,14.649*,,,,,Yu Linmin,China,9-Apr-03,,2020
Nov 21-24,Cottbus World Cup,QF,14.704*,,,,,Yu Linmin,China,9-Apr-03,,2020
Jun 19-22,Asian Championships,EF,14.350*,,,,,Yu Linmin,China,9-Apr-03,,2020
Jun 19-22,Asian Championships,AA,14.35,,,,,Yu Linmin,China,9-Apr-03,,2020
May 19-21,Zhaoqing Challenge Cup,EF,14.625*,,,,,Yu Linmin,China,9-Apr-03,,2020
May 19-21,Zhaoqing Challenge Cup,QF,14.250*,,,,,Yu Linmin,China,9-Apr-03,,2020
May 13-18,Chinese Championships,EF,14.067*,,,,,Yu Linmin,China,9-Apr-03,,2020
May 13-18,Chinese Championships,QF,14,,,,,Yu Linmin,China,9-Apr-03,,2020
Feb 21-24,Melbourne World Cup,EF,14.083*,,,,,Yu Linmin,China,9-Apr-03,,2020
Feb 21-24,Melbourne World Cup,QF,13.783*,,,,,Yu Linmin,China,9-Apr-03,,2020
Sep 4-7,Chinese Individual Championships,EF,13.767*,,,,,Yu Linmin,China,9-Apr-03,,2019
Sep 4-7,Chinese Individual Championships,AA,14.3,,,,,Yu Linmin,China,9-Apr-03,,2019
May 7-13,Chinese Championships,EF,13.800*,,,,,Yu Linmin,China,9-Apr-03,,2019
May 7-13,Chinese Championships,QF,14.45,,,,,Yu Linmin,China,9-Apr-03,,2019
Aug 31-Sep 7,Chinese National Games,EF,14.350*,,,,,Yu Linmin,China,9-Apr-03,,2018
Aug 31-Sep 7,Chinese National Games,QF,14.467,9.033,10.967,11.533,46,Yu Linmin,China,9-Apr-03,,2018
May 5-9,Chinese Championships,EF,13.783*,,,10.8,,Yu Linmin,China,9-Apr-03,,2018
May 5-9,Chinese Championships,QF,14.2,10.15,11.75,11.85,47.95,Yu Linmin,China,9-Apr-03,,2018
Sep 4-9,Chinese Championships,EF,,,12.6,,,Yue Yue,China,6-Aug-05,,2023
Sep 4-9,Chinese Championships,AA,12.95,13.9,12.4,12.4,51.65,Yue Yue,China,6-Aug-05,,2023
Sep 4-9,Chinese Championships,QF,12.9,13.45,13.85,12.25,52.45,Yue Yue,China,6-Aug-05,,2023
1-Jun,Chinese Selection Meet,AA,12.8,13.466,13.433,12.433,52.132,Yue Yue,China,6-Aug-05,,2023
Sep 19-26,Chinese National Games,TF,13.333,13.433,12.766,12.733,52.265,Yue Yue,China,6-Aug-05,,2022
Sep 19-26,Chinese National Games,QF,13.233,13.333,13.4,11.566,51.532,Yue Yue,China,6-Aug-05,,2022
May 4-9,Chinese Championships,QF,13.1,13.833,14.1,12.766,53.799,Yue Yue,China,6-Aug-05,,2022
Mar 29-30,Yangtze Delta Invitational,EF,,12.9,,,,Yue Yue,China,6-Aug-05,,2022
Mar 29-30,Yangtze Delta Invitational,AA,12.8,13.3,13.55,12.5,52.15,Yue Yue,China,6-Aug-05,,2022
Oct 17-20,Chinese Individual Championships,EF,12.783*,13.566,,12.1,,Yue Yue,China,6-Aug-05,,2021
Oct 17-20,Chinese Individual Championships,AA,13.3,13.4,11.9,10.45,49.05,Yue Yue,China,6-Aug-05,,2021
Oct 17-20,Chinese Individual Championships,QF,13.25,13.2,13.3,12.45,52.2,Yue Yue,China,6-Aug-05,,2021
Sep 21-28,Chinese Championships,AA,13.3,13.6,13.55,12.85,53.3,Yue Yue,China,6-Aug-05,,2021
Sep 21-28,Chinese Championships,QF,13.1,13.7,13,12.65,52.45,Yue Yue,China,6-Aug-05,,2021
Nov 28-30,Olympic Hopes Cup,EF,,11.8,,,,Yue Yue,China,6-Aug-05,,2020
Nov 28-30,Olympic Hopes Cup,AA,12.567,13.167,13.267,12.8,51.801,Yue Yue,China,6-Aug-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,EF,,13,,,,Yue Yue,China,6-Aug-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,AA,12.7,13,13.2,12.6,51.5,Yue Yue,China,6-Aug-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,TF,12.65,12.7,13.3,12.65,51.3,Yue Yue,China,6-Aug-05,,2020
Jul 28-Aug 6,Chinese National Youth Games,QF,11.75,13.2,13.25,12.2,50.4,Yue Yue,China,6-Aug-05,,2020
Jun 12-19,Chinese Junior Championships,AA,12.6,12.95,12.55,12.35,50.45,Yue Yue,China,6-Aug-05,,2020
